    1000
            0.000000            0.000000            0.000000            0.000000            0.091022
            0.001000            0.000000            0.000000            0.000000            0.091127
            0.002000            0.000000            0.000000            0.000000            0.093005
            0.003000            0.000000            0.000000            0.000000            0.084346
            0.004000            0.000000            0.000000            0.000000            0.081637
            0.005000            0.000000            0.000000            0.000000            0.081834
            0.006000            0.000000            0.000000            0.000000            0.080658
            0.007000            0.000000            0.000000            0.000000            0.080209
            0.008000            0.000000            0.000000            0.000000            0.081867
            0.009000            0.000000            0.000000            0.000000            0.080313
            0.010000            0.000000            0.000000            0.000000            0.083073
            0.011000            0.000000            0.000000            0.000000            0.083974
            0.012000            0.000000            0.000000            0.000000            0.083826
            0.013000            0.000000            0.000000            0.000000            0.084991
            0.014000            0.000000            0.000000            0.000000            0.084718
            0.015000            0.000000            0.000000            0.000000            0.084907
            0.016000            0.000000            0.000000            0.000000            0.084485
            0.017000            0.000000            0.000000            0.000000            0.083613
            0.018000            0.000000            0.000000            0.000000            0.082380
            0.019000            0.000000            0.000000            0.000000            0.081461
            0.020000            0.000000            0.000000            0.000000            0.084716
            0.021000            0.000000            0.000000            0.000000            0.084942
            0.022000            0.000000            0.000000            0.000000            0.087512
            0.023000            0.000000            0.000000            0.000000            0.088678
            0.024000            0.000000            0.000000            0.000000            0.088710
            0.025000            0.000000            0.000000            0.000000            0.085603
            0.026000            0.000000            0.000000            0.000000            0.084819
            0.027000            0.000000            0.000000            0.000000            0.086814
            0.028000            0.000000            0.000000            0.000000            0.088256
            0.029000            0.000000            0.000000            0.000000            0.086283
            0.030000            0.000000            0.000000            0.000000            0.086050
            0.031000            0.000000            0.000000            0.000000            0.085550
            0.032000            0.000000            0.000000            0.000000            0.081792
            0.033000            0.000000            0.000000            0.000000            0.081624
            0.034000            0.000000            0.000000            0.000000            0.082911
            0.035000            0.000000            0.000000            0.000000            0.085083
            0.036000            0.000000            0.000000            0.000000            0.082734
            0.037000            0.000000            0.000000            0.000000            0.082967
            0.038000            0.000000            0.000000            0.000000            0.085611
            0.039000            0.000000            0.000000            0.000000            0.086450
            0.040000            0.000000            0.000000            0.000000            0.088035
            0.041000            0.000000            0.000000            0.000000            0.089256
            0.042000            0.000000            0.000000            0.000000            0.086767
            0.043000            0.000000            0.000000            0.000000            0.086386
            0.044000            0.000000            0.000000            0.000000            0.085100
            0.045000            0.000000            0.000000            0.000000            0.084234
            0.046000            0.000000            0.000000            0.000000            0.081559
            0.047000            0.000000            0.000000            0.000000            0.083767
            0.048000            0.000000            0.000000            0.000000            0.082965
            0.049000            0.000000            0.000000            0.000000            0.083085
            0.050000            0.000000            0.000000            0.000000            0.084175
            0.051000            0.000000            0.000000            0.000000            0.083894
            0.052000            0.000000            0.000000            0.000000            0.077645
            0.053000            0.000000            0.000000            0.000000            0.076050
            0.054000            0.000000            0.000000            0.000000            0.079302
